waterfront,renovated,view,condition,grade,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,age,sqft_living15,sqft_lot15,yr_built,price
0,0,0,3,3,4,2.5,3504,6000,2,3504,0,14,2790,5231,2006,330000
0,0,0,3,3,5,2.5,3597,4972,2,3597,0,14,3193,6000,2006,330000
0,0,0,3,4,4,2.5,3710,15935,1,2130,1580,15,3674,17913,2005,485000
0,0,3,4,4,5,2.5,3860,42733,1,2300,1560,65,2520,19353,1955,430000
0,0,0,3,4,4,2.5,4073,17334,2,4073,0,12,1780,9625,2008,510000
0,0,3,3,3,4,2.75,1560,8820,1,1060,500,41,2140,7800,1979,259900
0,0,0,3,2,2,2.75,1590,20917,1.5,1590,0,100,1310,6000,1920,199950
0,0,0,3,4,2,2.75,1770,10534,1,1210,560,17,1600,17400,2003,279000
0,0,0,3,4,4,2.75,1830,6643,2,1830,0,19,2400,6472,2001,250000
0,0,0,4,3,3,2.75,1900,16117,1,1900,0,62,1640,19166,1958,255000
0,0,0,3,4,4,2.75,2050,4000,2,2050,0,6,2050,4000,2014,355000
0,0,0,3,3,4,2.75,2060,7350,1,1210,850,42,1940,7420,1978,275000
0,0,0,3,4,4,2.75,2140,9920,2,2140,0,27,2130,9920,1993,354450
0,0,0,3,4,4,2.75,2140,10316,2,2140,0,27,1920,11337,1993,359500
0,0,0,3,4,4,2.75,2190,14937,2,2190,0,27,1920,11360,1993,367300
0,0,0,3,3,4,2.75,2240,7200,1,1140,1100,53,1580,7416,1967,260000
0,0,0,3,3,4,2.75,2260,4440,2,2260,0,6,2260,4563,2014,341780
0,0,0,3,4,5,2.75,2481,4045,2,2481,0,6,2363,4175,2014,309000
0,0,0,3,4,4,2.75,2656,21195,2,2656,0,6,1860,16510,2014,495000
0,0,0,3,4,5,2.75,3220,8160,2,3220,0,21,2876,11521,1999,384000
0,0,0,4,4,4,2.75,3230,12651,2,3230,0,18,2550,12081,2002,409000
yes,0,0,2,4,4,2.75,5440,239580,1,2720,2720,51,1970,40392,1969,850000
0,0,0,3,2,3,3,1530,9997,1,1020,510,28,1410,9997,1992,154000
0,0,0,3,4,4,3,2050,4000,2,2050,0,6,2050,4000,2014,370228
0,0,0,3,4,4,3,2050,4000,2,2050,0,6,2050,4000,2014,353500
0,0,0,3,3,4,3,2163,5883,2,2163,0,14,1700,10143,2006,248000
0,yes,0,3,4,3,3,2290,15600,1,1420,870,72,1890,14143,1948,465000
0,0,0,3,4,5,3,2300,8214,2,2300,0,7,2594,4950,2013,312891
0,0,0,3,4,4,3,2590,7213,2,2590,0,19,2550,6800,2001,355000
0,0,0,3,4,5,3,2670,9920,1,1400,1270,30,1890,10341,1990,370000
0,0,4,3,4,5,3,3720,25474,2,2090,1630,34,1870,14547,1986,500000
0,0,0,3,4,4,3.5,2796,3520,2.5,2796,0,7,2040,5195,2013,349950
0,0,0,3,4,4,3.5,3828,18900,2.5,3828,0,6,2120,18900,2014,552900
0,0,2,3,4,4,3.5,3906,9674,2,3906,0,6,2673,6500,2014,549950
yes,0,0,3,4,4,3.5,4083,68377,2,4083,0,15,2430,41382,2005,637000
